city ,state,population,density,percent_nw,year,year_date,ind,number,type,type_detailed_year,type_detailed_all,condition,source,current,past,summary,gov_funding,procurement,legal_challenges,challenges_info,challenge_start,challenge_end,challenge_length_days,challenge_organization,foi,foi_name,lat,long
Chandler,Arizona,"253,458","3,813",38.4,2014,3/29/14,1,1,9,UNKNOWN,UNKNOWN,3,6,1,0,"2014 Chandler Police Department was using Splunk (a public safety tech company). However Splunk's functions seem limited to record management and computer-aided dispatch and it is unclear if it could have provided any predictive analysis. On the other hand the Chandler Police Department 2014 annual report mentioned the implementation of a predictive policing strategy; 2016 City of Chandler general plan recommended the ""continued"" use of predictive policing. There is no publicly available information detailing what software CPD is using or if that use continued after 2016.",,CPD,0,,,,,,YES,Arizona Public Records Law,33.3061605,-111.84125
New York,New York,"8,622,698","28,317",68.2,2015,1/1/15,1,4,2,PredPol,PredPol; HunchLab; Keystats Inc; Palantir,4,4,1,1,"2012 New York City entered into a contract with Palantir for services not limited to predictive policing technologies (expected to terminate in 2016); 2013 New York City participated in Risk Terrain Modelling research lead by Rutgers University and John Jay College if Criminal Justice and fund by the National Institute of Justice; 2015-2016 New York City awarded contracts to three predictive policing vendors (HunchLab, Keystats Inc., and PredPol) to conduct 30-90 day trials of their products during the final few months of 2015 and the first few months of 2016. Prior to the trial period, the NYPD filed a notice of intent and a request for funding to enter a two-and-a-half year contract with their preferred vendor (at the time HunchLab). However there is no record of continued business with any vendor after the trial period; 2017 while there was no documentation of a contract extension (following the original termination date in 2016), news reports indicate the NYPD elected to cancel whatever contract it currently held with Palantir in favor of deploying ""Cobalt"" a predictive policing tool developed in-house with the help of some IBM statistical packages. The NYPD sees Cobalt as the future of its predictive policing program; 2018 ShotSpotter (a gunshot detection software used by New York City) purchased HunchLab's predictive analytics package to be incorporated into its software. ",2009 NIJ; 2013 NIJ,NYPD; NYC DoIT,1,FOI request for PPA info,6/14/2016,12/27/2017,561,Brennan Center for Justice,YES,New York Freedom of Information Law,40.7127837,-74.005941
New York,New York,"8,622,698","28,317",68.2,2015,1/2/15,2,4,3,HunchLab,PredPol; HunchLab; Keystats Inc; Palantir,4,4,1,1,"2012 New York City entered into a contract with Palantir for services not limited to predictive policing technologies (expected to terminate in 2016); 2013 New York City participated in Risk Terrain Modelling research lead by Rutgers University and John Jay College if Criminal Justice and fund by the National Institute of Justice; 2015-2016 New York City awarded contracts to three predictive policing vendors (HunchLab, Keystats Inc., and PredPol) to conduct 30-90 day trials of their products during the final few months of 2015 and the first few months of 2016. Prior to the trial period, the NYPD filed a notice of intent and a request for funding to enter a two-and-a-half year contract with their preferred vendor (at the time HunchLab). However there is no record of continued business with any vendor after the trial period; 2017 while there was no documentation of a contract extension (following the original termination date in 2016), news reports indicate the NYPD elected to cancel whatever contract it currently held with Palantir in favor of deploying ""Cobalt"" a predictive policing tool developed in-house with the help of some IBM statistical packages. The NYPD sees Cobalt as the future of its predictive policing program; 2018 ShotSpotter (a gunshot detection software used by New York City) purchased HunchLab's predictive analytics package to be incorporated into its software. ",2009 NIJ; 2013 NIJ,NYPD; NYC DoIT,1,FOI request for PPA info,6/14/2016,12/27/2017,561,Brennan Center for Justice,YES,New York Freedom of Information Law,40.7127837,-74.005941
New York,New York,"8,622,698","28,317",68.2,2015,1/3/15,3,4,5,Keystats Inc,PredPol; HunchLab; Keystats Inc; Palantir,4,4,1,1,"2012 New York City entered into a contract with Palantir for services not limited to predictive policing technologies (expected to terminate in 2016); 2013 New York City participated in Risk Terrain Modelling research lead by Rutgers University and John Jay College if Criminal Justice and fund by the National Institute of Justice; 2015-2016 New York City awarded contracts to three predictive policing vendors (HunchLab, Keystats Inc., and PredPol) to conduct 30-90 day trials of their products during the final few months of 2015 and the first few months of 2016. Prior to the trial period, the NYPD filed a notice of intent and a request for funding to enter a two-and-a-half year contract with their preferred vendor (at the time HunchLab). However there is no record of continued business with any vendor after the trial period; 2017 while there was no documentation of a contract extension (following the original termination date in 2016), news reports indicate the NYPD elected to cancel whatever contract it currently held with Palantir in favor of deploying ""Cobalt"" a predictive policing tool developed in-house with the help of some IBM statistical packages. The NYPD sees Cobalt as the future of its predictive policing program; 2018 ShotSpotter (a gunshot detection software used by New York City) purchased HunchLab's predictive analytics package to be incorporated into its software. ",2009 NIJ; 2013 NIJ,NYPD; NYC DoIT,1,FOI request for PPA info,6/14/2016,12/27/2017,561,Brennan Center for Justice,YES,New York Freedom of Information Law,40.7127837,-74.005941
New York,New York,"8,622,698","28,317",68.2,2015,1/4/15,4,4,5,Palantir,PredPol; HunchLab; Keystats Inc; Palantir,1,4,1,1,"2012 New York City entered into a contract with Palantir for services not limited to predictive policing technologies (expected to terminate in 2016); 2013 New York City participated in Risk Terrain Modelling research lead by Rutgers University and John Jay College if Criminal Justice and fund by the National Institute of Justice; 2015-2016 New York City awarded contracts to three predictive policing vendors (HunchLab, Keystats Inc., and PredPol) to conduct 30-90 day trials of their products during the final few months of 2015 and the first few months of 2016. Prior to the trial period, the NYPD filed a notice of intent and a request for funding to enter a two-and-a-half year contract with their preferred vendor (at the time HunchLab). However there is no record of continued business with any vendor after the trial period; 2017 while there was no documentation of a contract extension (following the original termination date in 2016), news reports indicate the NYPD elected to cancel whatever contract it currently held with Palantir in favor of deploying ""Cobalt"" a predictive policing tool developed in-house with the help of some IBM statistical packages. The NYPD sees Cobalt as the future of its predictive policing program; 2018 ShotSpotter (a gunshot detection software used by New York City) purchased HunchLab's predictive analytics package to be incorporated into its software. ",2009 NIJ; 2013 NIJ,NYPD; NYC DoIT,1,FOI request for PPA info,6/14/2016,12/27/2017,561,Brennan Center for Justice,YES,New York Freedom of Information Law,40.7127837,-74.005941
Los Angeles,California,"3,999,759","8,484",71.5,2015,1/5/15,1,2,2,PredPol,PredPol; Palantir (via Operation LASER),3,2,1,1,"2008 Los Angeles Police Department Chief announced that the LAPD had found early success using predictive analytics to predict gang violence and monitor crime in real time and was exploring options to develop the concept of predictive policing; 2009 Los Angeles Police Department partnered with researchers at UCLA to develop a predictive policing model that would later become PredPol; 2010 Los Angeles County Sheriff's Department entered into a contract with Palantir (this contract would be renewed through at least 2015). However the services rendered in the contract do not explicitly include predictive policing; 2011 Los Angeles Police Department begins Operation LASER (a program designed to predict individuals most likely to commit a crime using technology and models provided by Palantir (Operation LASER appears to still be in use through 2018); 2012 PredPol incorporates and is officially deployed within the LAPD Foothill Division; 2013 Los Angeles Police Department expands its use of PredPol. While the LAPD has not produced any documents confirming a contract with PredPol, news reports support claims that the LAPD used PredPol through at least 2016 and indicate a high likelihood of current use. Rutgers University also reports that its Risk Terrain Modelling software was used by Los Angeles in at least 2013; 2014 PredPol is deployed in one-third of the LAPD's divisions; 2015 Los Angeles County Sheriff's Department entered into a new contract with Palantir that it extended in 2016 with an option to extend through 2019.",2009 NIJ,LAPD; LASD,1,FOI request for PPA info,5/10/2017,,660,Stop LAPD Spying Coalition,YES,California Public Records Act,34.0522342,-118.24368
Los Angeles,California,"3,999,759","8,484",71.5,2015,1/6/15,2,2,5,Palantir (via Operation LASER),PredPol; Palantir (via Operation LASER),1,4,1,1,"2008 Los Angeles Police Department Chief announced that the LAPD had found early success using predictive analytics to predict gang violence and monitor crime in real time and was exploring options to develop the concept of predictive policing; 2009 Los Angeles Police Department partnered with researchers at UCLA to develop a predictive policing model that would later become PredPol; 2010 Los Angeles County Sheriff's Department entered into a contract with Palantir (this contract would be renewed through at least 2015). However the services rendered in the contract do not explicitly include predictive policing; 2011 Los Angeles Police Department begins Operation LASER (a program designed to predict individuals most likely to commit a crime using technology and models provided by Palantir (Operation LASER appears to still be in use through 2018); 2012 PredPol incorporates and is officially deployed within the LAPD Foothill Division; 2013 Los Angeles Police Department expands its use of PredPol. While the LAPD has not produced any documents confirming a contract with PredPol, news reports support claims that the LAPD used PredPol through at least 2016 and indicate a high likelihood of current use. Rutgers University also reports that its Risk Terrain Modelling software was used by Los Angeles in at least 2013; 2014 PredPol is deployed in one-third of the LAPD's divisions; 2015 Los Angeles County Sheriff's Department entered into a new contract with Palantir that it extended in 2016 with an option to extend through 2019.",2009 NIJ,LAPD; LASD,1,FOI request for PPA info,5/10/2017,,660,Stop LAPD Spying Coalition,YES,California Public Records Act,34.0522342,-118.24368
Chicago,Illinois,"2,716,450","11,900",67.4,2015,1/7/15,1,1,1,Strategic Subject List,Strategic Subject List,5,2,1,1,"2013 Chicago Police Department deployed the Strategic Subject List (SSL) an in-house predictive policing software (it had been in the pipeline since 2011) that predicts individuals most likely to commit a crime. Reports indicate that despite receiving heightened criticism in 2016, the SSL was in use through at least 2017 and likely is still in use; 2014 Chicago Police Department participated in a Rutgers Study testing the effectiveness of using Risk Terrain Modelling on shootings data; 2016 Chicago Police Department entered into a contract with HunchLab for two pilot sessions over a 24-month period; 2018 ShotSpotter (a gunshot detection software used by Chicago) purchased HunchLab's predictive analytics package to be incorporated into its software. ",2009 NIJ; 2011 NIJ; 2012 NIJ; 2014 NIJ,CPD,1,FOI request for PPA info,9/15/2016,,897,Chicago Sun-Times,YES,Illinois Freedom of Information Act,41.8781136,-87.629798
Houston,Texas,"2,312,717","3,613",75.9,2015,1/8/15,1,1,2,PredPol,PredPol,4,6,1,0,"2015 Houston Police Department contracted PredPol for a trial. There is no evidence of continued use after the expiration of the pilot. The Houston Chief of Police also notes that the department attempted to produce their own in-house predictive software, but were unsuccessful in producing a product of much use.",,HPD,0,,,,,,YES,Texas Public Information Act,29.7604267,-95.369803
Phoenix,Arizona,"1,626,078","3,120",57.9,2015,1/9/15,1,1,5,LexisNexis Accurint,LexisNexis Accurint,1,4,1,1,2015 Phoenix Police Department extended its contract with BAIR Analytics for its ATACRAIDS product through 2016 (this combined with statements by the company's CEO indicate that the product was used in Phoenix at least as early as 2014). Later that year BAIR was purchased by LexisNexis and incorporated into its predictive analytics product: Accurint. There is no record of continued use after 2016. In 2015 the Arizona state legislature also voted to approve funding for a series of PredPol trials in cities including Phoenix and Mesa. However this bill was later vetoed by the governor.,,PPD; Governor & State Legislature,0,,,,,,YES,Arizona Public Records Law,33.4483771,-112.07404
Philadelphia,Pennsylvania,"1,580,863","11,683",65.4,2015,1/10/15,1,1,3,HunchLab,HunchLab,1,4,1,1,2008 Philadelphia Police Department along with researchers from Temple and Rutgers University began testing a predictive policing product developed by Azavea; 2011 Hunchlab was released as a marketable product with predictive forecasting capabilities and research in Philadelphia stopped; 2013 Philadelphia Police Department purchased Hunchlab; 2015 Philadelphia Police Department extended its contract with Azavea for HunchLab through 2016. Research on the effect of the program (lead by Temple University researchers along with members of the PPD) resumed during this period. There has been no information on whether the PPD has continued to use HunchLab since 2016.,,PPD,0,,,,,,YES; with relevant exceptions,Pennsilvania Right to Know Law,39.9525839,-75.165222
San Antonio,Texas,"1,511,946","3,238",75.1,2015,1/11/15,0,0,0,,,0,0,0,0,2018 San Antonio Police Department website embraces the use of Intelligence Led Policing. However there is no record of the use of any predictive policing software in San Antonio,,,9,,,,,,YES,Texas Public Information Act,33.4483771,-112.07404
San Diego,California,"1,419,516","4,325",57.2,2015,1/12/15,1,1,3,HunchLab (via CrimeView),HunchLab (via CrimeView),3,3,1,1,2010 San Diego Police Department requested and received funding from the Bureau of Justice Assistance for the development of a predictive policing program. However there is no record of the purchase or development of any software using those funds; 2014 San Diego Police Department Chief credits fall in murder rate with the use of predictive policing technologies; 2015 San Diego appears in a 2015 case study as an example of successful crime mapping with their use of Omega Group's CrimeView software (in 2012 Omega Group purchased HunchLab for use in its CrimeView software). However it is unclear whether San Diego still uses CrimeView or if CrimeView was the software referenced by the SPD Chief in 2014; 2018 ShotSpotter (a gunshot detection software used by San Diego) purchased HunchLab's predictive analytics package to be incorporated into its software. ,2010 BJA,CPD,0,,,,,,YES,California Public Records Act,29.4241219,-98.493628
Dallas,Texas,"1,341,075","3,866",71.3,2015,1/13/15,1,1,1,Target Action Area Grids,Target Action Area Grids,5,6,1,1,"2008 Dallas Police Department developed Target Action Area Grids, a crime mapping software designed to predict ""where conditions were favorable for crime to occur""; 2018 City of Dallas memorandum highlighted the continued use and development of TAAG predictive capabilities (the memorandum simultaneously notes that TAAG has had predictive capabilities and casts doubts on the strength of those capabilities prior to 2018).",,,0,,,,,,YES,Texas Public Information Act,32.715738,-117.16108
San Jose,California,"1,035,317","5,777",73.7,2015,1/14/15,1,1,3,HunchLab (via CrimeView),HunchLab (via CrimeView),2,6,1,0,2015 San Jose Police Department signed a 5 year contract with Omega Group's CrimeView software (in 2012 Omega Group purchased HunchLab for use in its CrimeView software),,SJPD; Major & City Council,0,,,,,,YES,California Public Records Act,32.7766642,-96.796988
Austin,Texas,"950,715","3,031",51.5,2015,1/15/15,1,1,5,Hitachi Vantara,Hitachi Vantara,3,1,1,0,"2016 Hitachi Vantara released a case study of Austin as a success story for its crime visualization and analytics suite. While it is likely that the Austin Police Department used Hitachi Vantara as early as 2015 and as late as 2017, there is no public record of use before or after 2016.",,APD,0,,,,,,YES,Texas Public Information Act,37.3382082,-121.88633
Jacksonville,Florida,"892,062","1,178",47.7,2015,1/16/15,0,0,0,,,0,0,0,0,"2015 Jacksonville Police Department Sheriff mentions interest in adopting PredPol, but there is no record of any contract or pilot between JPD and PredPol; 2018 ShotSpotter (a gunshot detection software used by Jacksonville) purchased HunchLab's predictive analytics package to be incorporated into its software. ",,JPD,0,,,,,,YES,Florida Sunshine Law,30.267153,-97.743061
San Francisco,California,"884,363","18,569",59.3,2015,1/17/15,0,0,0,,,0,0,0,1,"2012 San Francisco Police Department agrees to a trial of PredPol limited to the Mission District (however, PredPol produced data for all 10 of San Francisco's partol districts). While no information from the trial has been made public (including how widespread its use was), the PredPol pilot was believed to have been rolled out sometime before the end of 2013; 2013 The City of San Francisco Comptroller's Office published a Request for Funds from the SFPD for the 2013-14 fiscal year to upgrade its ""crime data warehouse"" with predictive policing capabilities. However, there is no evidence of these funds going towards predictive policing implementation including a formal contract with PredPol; 2018 ShotSpotter (a gunshot detection software used by San Francisco) purchased HunchLab's predictive analytics package to be incorporated into its software. ",,SFPD; Mayor & City Council,0,,,,,,YES,California Public Records Act,37.7749295,-122.41942
Columbus,Ohio,"879,170","3,936",43.6,2015,1/18/15,0,0,0,,,0,0,0,0,2018 No indication of the use of predictive policing algorithms in Columbus,,,9,,,,,,YES; with relevant exceptions,Ohio Open Records Law,39.9611755,-82.998794
Fort Worth,Texas,"874,168","2,491",60.7,2015,1/19/15,0,0,0,,,0,0,0,0,2016 Fort Worth Police Department purchased Omega Group's CrimeView software (which uses HunchLab's algorithm for its predictive functions) and deployed it on a voluntary basis. The contract is believed to extend into at least 2017. Research published in 2016 used Risk Terrain Modelling to predict child abuse using data from 2013-14. However there is no evidence of any police intervention based on the research.,,FWPD,0,,,,,,YES,Texas Public Information Act,32.7554883,-97.330766
Indianapolis,Indiana,"863,002","2,366",44.6,2015,1/20/15,0,0,0,,,0,0,0,0,"2012 Indianapolis Metro Police Department entered into a 10 year contract with InterAct to develop a crime data center with predictive policing capabilities; 2015 Indianapolis Metro Police Department canceled its contract with InterAct after the company failed to deliver a viable product; 2017 Indianapolis Metro Police Department rolled out its ""real-time data center"" with predictive policing capabilities for day to day use. However, there is neither mention of a specific vendor providing software for the data center, nor is there mention of a software developed in house; 2018 Caliber Public Safety (a Record Management System used by Indianapolis since at least 2017 to compile and present crime data) partnered with PredPol to add a predictive module to their suite of services. This claim is bolstered by a report that PredPol has a specific portal on its website for Indianapolis.",,IMPD,0,,,,,,YES; with relevant exceptions,Indiana Access to Public Records Act,39.768403,-86.158068
Charlotte,North Carolina,"859,035","2,757",58.3,2015,1/21/15,0,0,0,,,0,0,9,1,2009 Charlotte-Mecklenburg Police Department awarded a contract to Information Builders for its WebFOCUS Law Enforcement Analytics Solution; 2010 Information Builders WebFOCUS Law Enforcement Analytics predictive dashboard went live; 2011 Information Builders publishes a consumer profile detailing its work with the CMPD; 2013 Charlotte-Mecklenburg Police Department planned to expand its use of Information Builders WebFOCUS Law Enforcement Analytics to include person specific predictions. There is no publicly available information detailing CMPD's use of predictive policing following 2013-14. ,,,0,,,,,,YES; with relevant exceptions,North Carolina Public Records Law,35.2270869,-80.843127
Seattle,Washington,"724,745","8,405",35.7,2015,1/22/15,1,1,1,Real-Time Crime Center,Real-Time Crime Center,5,2,1,1,"2013 Seattle entered into a contract with PredPol that was initially limited to property crime in two patrol divisions but was later expanded to the entire city after a $400,000 increase in funding for predictive policing from the mayor later in the year; 2014 Seattle Police Department released short descriptions of best practices including continued use and evaluation of PredPol. There is no publicly available information on SPD's use of PredPol following 2014. SPD also released its own in-house crime analysis package SeaStat. However it is unlikely that SeaStat has predictive capabilities according to descriptions of the program by police officers; 2015 Seattle Police Department announced the deployment of a ""real-time crime center"" that employs algorithms to use ""historical data to make decisions about deploying police officers""; 2018 Seattle Police Department Chief lists the continued use predictive policing technology as one of her biggest priorities. However it is unclear if this means continued use of a vendor, employment of a new vendor, or reliance on in-house methods. Also in 2018 ShotSpotter (a gunshot detection software used by Seattle) purchased HunchLab's predictive analytics package to be incorporated into its software. ",,SPD,0,,,,,,YES,Washington Public Records Act,47.6062095,-122.33207
Denver,Colorado,"704,621","4,521",46,2015,1/23/15,1,1,5,LexisNexis Accurint (via Data Analysis Unit),LexisNexis Accurint (via Data Analysis Unit),2,6,1,1,2012 Denver Police Department researched Risk Terrain Modelling as a police tactic. However DPD reports no resulting police intervention based on the research. Also in 2012 DPD contracted with BAIR Analytics (which was extended through at least 2014); 2013 Denver Police Department tested its Data Analysis Unit a service it developed in-house that employed predictive policing software (likely from BAIR Analytics) in two Precincts; 2015 Denver Police Department implemented its Data Analysis Unit city-wide. In 2015 BAIR Analytics was also purchased by LexisNexis and incorporated into its Accurint product; 2017 Denver Police Department Audit Report confirms use of the LexisNexis Accurint Product; 2018 Denver Police Department has crime data available online with LexisNexis (as well as the Denver Post) which would imply a continued partnership between DPD and LexisNexis. Also in 2018 ShotSpotter (a gunshot detection software used by Denver) purchased HunchLab's predictive analytics package to be incorporated into its software. ,,DPD,0,,,,,,YES,Colorado Open Records Act,39.7392358,-104.99025
Washington,District of Columbia,"693,972","11,148",63.7,2015,1/24/15,0,0,0,,,0,0,0,0,"2014 Washington DC tried to offer a contract to Palantir, but the company refused; 2015 Hitachi Vantara had access to Washington DC crime data. However there is no record of any implementation; 2017 Washington DC tried again to offer a contract to Palantir, but the company again refused; 2018 ShotSpotter (a gunshot detection software used by Washington DC) purchased HunchLab's predictive analytics package to be incorporated into its software. ",,,0,,,,,,YES,Freedom of Information Act,38.9071923,-77.036871
Boston,Massachusetts,"685,094","13,938",54.6,2015,1/25/15,0,0,0,,,0,0,0,1,"2009 Boston Police Department worked with University of Massachusetts Boston researchers and in-house analysts to develop a hotspot-based modelling system over a two year period (this included police intervention based on the modelling). It is unclear exactly how ""predictive"" these models were, as well as whether they are used today; 2016 Boston Police Department Ex-Commissioner reports having worked with local universities to utilize big data to predict crime in an interview; 2018 ShotSpotter (a gunshot detection software used by Boston) purchased HunchLab's predictive analytics package to be incorporated into its software. ",2009 NIJ,BPD,0,,,,,,YES,Massachusetts Public Records Act,42.3600825,-71.05888
El Paso,Texas,"683,577","2,660",86.1,2015,1/26/15,0,0,0,,,0,0,0,1,2012 El Paso Police Department partnered with BAIR Analytics ATACRAIDS (including the production of publicly available crime mapping tools). This was used until at least 2013; 2014 El Paso Police Department discussed utilizing the Risk Terrain Modelling methodology used in Fort Worth to predict child abuse. However there was no record of any intervention following this; 2018 BAIR Analytics website advertises its partnership with EPPD as evidence of experience with drug crime (this is most likely in reference to the 2012-3 partnership since no other records detailing the relationship between the company and EPPD have been found,,EPPD,0,,,,,,YES,Texas Public Information Act,31.7775757,-106.44246
Detroit,Michigan,"673,104","4,847",89.8,2015,1/27/15,1,1,9,UNKNOWN,UNKNOWN,3,2,1,0,2012 Detroit Police Department publicly considered predictive policing and entered into negotiations with PredPol to participate in a pilot limited to gun crimes; 2013 Detroit Police Department backed out of its negotiations with PredPol; 2015 Detroit Police Department is making arrests based on tips generated by predictive policing software according to news reports. However there is no publicly available information detailing DPD's use of predictive policing following the 2015 report.,,,9,,,,,,YES; with relevant exceptions,Michigan Freedom of Information Act,42.331427,-83.045754
Nashville,Tennessee,"667,560","1,388",44.6,2015,1/28/15,1,1,9,UNKNOWN,UNKNOWN,3,2,1,1,2009 Nashville Police Department used data-driven approaches to crime and traffic safety to utilize crime mapping to target drunk driving (according to a 2013 RAND Corporation report on Predictive Policing). It is unclear how predictive these tactics were and whether they were used after 2009; 2015 Nashville is named as a city using predictive policing to target individuals most likely to commit a crime by the New York Times,,,9,,,,,,YES,Tennessee Open Records Act,36.1626638,-86.781602
Memphis,Tennessee,"652,236","2,056",74.6,2015,1/29/15,1,1,5,IBM SPSS Analytics (via Blue CRUSH),IBM SPSS Analytics (via Blue CRUSH),2,2,1,1,"2006 Memphis Police Department began developing a statistics and mapping based approach to crime analysis in partnership with IBM and the University of Memphis called Blue CRUSH (Crime Reduction Utilizing Statistical History). It is likely that this original program contained little predictive ability; 2009 Blue CRUSH gained new predictive capability through the IBM SPSS package after IBM purchased SPSS that year; 2017 Memphis Police Department publicly stated that ""Blue CRUSH is here to stay"" and provided figures suggesting the program's effectiveness in 2014-16 corroborating reports of the software's use from 2012, 2013, and 2015.",,MPD,0,,,,,,YES,Tennessee Open Records Act,35.1495343,-90.04898
Portland,Oregon,"647,805","4,793",29.6,2015,1/30/15,0,0,0,,,0,0,0,0,2012 Portland Police Bureau requested funding from the city for predictive policing; 2015 Portland Police Bureau requested funding in order to hire a predictive policing analyst for traffic crime. It is unclear if either of these funding requests were successful; 2016 National Institute of Justice held a predictive policing design contest based on Portland. However there is no evidence of the PPD using any of the programs created; 2017 Portland Police Bureau dismantles gang member database. It is unclear if this database was used by any predictive policing program.,,,9,,,,,,YES; with relevant exceptions,Oregon Public Records Law,45.5230622,-122.67648
Oklahoma City,Oklahoma,"643,648","1,053",46,2015,1/31/15,1,1,5,LexisNexis Accurint,LexisNexis Accurint,3,2,1,1,2012 Oklahoma City Police Department entered into a two year contract with BAIR Analytics; 2015 BAIR Analytics was purchased by LexisNexis and incorporated into its Accurint product. According to OKCPD at this time its predictive analytics program was aimed toward traffic crime. There is no publicly available information detailing OKCPD's use of predictive policing following 2016. ,,OKCPD,0,,,,,,YES,Oklahoma Open Records Act,35.4675602,-97.516428
Las Vegas,Nevada,"641,676","4,709",55.8,2015,2/1/15,0,0,0,,,0,0,0,1,"2011 Las Vegas Metro Police Department deployed a proactive hotspot policing team (Mobile Crime Saturation Team). This team was utilized and studied through at least 2013. However, despite its proactive nature it is uncertain how predictive this hotspot mapping tactic was; 2017 Security professional offhand mentioned the use of predictive policing by law enforcement in Las Vegas; 2018 Las Vegas Metro Police Department opened its new crime intelligence center. Although LVMPD touts the sophisticated technology employed by this center, there is no direct reference to predictive policing. Also in 2018 ShotSpotter (a gunshot detection software used by Las Vegas) purchased HunchLab's predictive analytics package to be incorporated into its software. ",2009 NIJ; 2012 BJA,LVMPD,0,,,,,,YES; with relevant exceptions,Nevada Open Records Act,36.1699412,-115.13983
Louisville,Kentucky,"621,349","2,339",25.2,2015,2/2/15,0,0,0,,,0,0,0,0,"2016 Louisville City government began testing a predictive policing technology which it planned to deploy in full during the year; 2017 Louisville Metro Police Department planned to ""re-roll out"" its predictive policing program; 2018 Louisville Metro Police Department Chief remarks that officers use predictive policing in a local report. Also in 2018 ShotSpotter (a gunshot detection software used by Louisville) purchased HunchLab's predictive analytics package to be incorporated into its software. ",,,0,,,,,,YES; with state refusals,Kentucky Open Records Act,38.2526647,-85.758456
Baltimore,Maryland,"611,648","7,598",72.5,2015,2/3/15,0,0,0,,,0,0,0,1,"2012 Baltimore Police Department tested the IBM SPSS Analytics predictive policing package but were unsatisfied and chose not to purchase the software after the trial; 2018 Baltimore Police Department is in the process of implementing a predictive policing software described as akin to those used in Los Angeles and Chicago. This includes the creation of a ""Strategic Decision Support Center"" modeled after the Chicago Police Department's predictive policing data center. This process has been under a lot of public scrutiny, since Baltimore's consent decree with to DOJ requires BPD to disclose any new policing technology prior to use. There have also been allegations that BPD has some relationship with PredPol stemming from the fact that PredPol has a specific web portal dedicated to Baltimore and news reports linking BPD's predictive policing technology to technology ""developed in Los Angeles"". Also in 2018 ShotSpotter (a gunshot detection software used by Baltimore) purchased HunchLab's predictive analytics package to be incorporated into its software. ",2009 NIJ,BPD,0,,,,,,YES,Maryland Public Information Act,39.2903848,-76.612189
Milwaukee,Wisconsin,"595,351","6,186",64.5,2015,2/4/15,0,0,0,,,0,0,0,0,2009 Milwaukee Police Department created the Intelligence Fusion Center which contains within it a Predictive Intelligence Center. However the specific predictive capability of this center is unclear; 2016 Milwaukee-based law firm began to offer information and protection for those who may have been targeted or arrested by predictive policing methods; 2017 Milwaukee Police Department expressed interest in purchasing some service from Palantir; 2018 ShotSpotter (a gunshot detection software used by Milwaukee) purchased HunchLab's predictive analytics package to be incorporated into its software. ,,MPD,0,,,,,,YES; with relevant exceptions,Wisconsin Open Records Law,43.0389025,-87.906474
Albuquerque,New Mexico,"558,545","2,972",59.5,2015,2/5/15,1,1,1,Real-Time Crime Center,Real-Time Crime Center,5,2,1,1,"2012 Albuquerque Police Department started using predictive policing in at least its Southeast area; 2013 Albuquerque opened a Real-Time Crime Center, designed to be the home of its high-tech programs such as predictive policing; 2014 Albuquerque Police Department increased funding for the Real-Time Crime Center and was confirmed to be using some form of predictive policing to monitor property crime. There has been no indication of a change in policy since 2014; 2016 Rio Ranchero (a suburb of Albuquerque) Police Department began using PredPol. There has been speculation that Albuquerque has used the vendor as well since then.",,APD,0,,,,,,YES; with relevant exceptions,New Mexico Inspection of Public Records Act,35.0853336,-106.60555
Tucson,Arizona,"535,677","2,299",55,2015,2/6/15,1,1,1,UNKNOWN,UNKNOWN,5,2,1,0,2013 Tucson Police Department Strategic Report promoted the adoption of some type of predictive policing software; 2015 Tucson Police Department was using some type of predictive pattern analysis for crime in the midtown area. There is no publicly available information detailing TPD's use of predictive policing following 2015.,,TPD,0,,,,,,YES,Arizona Public Records Law,32.2217429,-110.92648
Fresno,California,"527,438","4,563",73.4,2015,2/7/15,1,1,5,Intrado Beware,Intrado Beware,4,2,1,0,"2015 Fresno Police Department participated in a trial for Intrado's predictive policing software: Beware; 2016 Fresno Police Department entered into a one year contract with PredPol with the option to extend an additional year (2017-18 was budgeted, but currently available public documents show the extension was pending) after approval from city council. City of Fresno also rejected a five-year contract with Intrado for its Beware software after input from community members. However there is some ambiguity in the city council minutes and it appears that the police department could still adopt the technology following some community feedback and regulation; 2018 Fresno Police Department appears to be using Intrado Beware in its Real-Time Crime Center. Also in 2018 ShotSpotter (a gunshot detection software used by Fresno) purchased HunchLab's predictive analytics package to be incorporated into its software. ",,FPD; City of Fresno,0,,,,,,YES,California Public Records Act,36.7468422,-119.77259
Sacramento,California,"501,901","5,059",66.6,2015,2/8/15,1,1,5,Palantir Law Enforcement,Palantir Law Enforcement,2,2,1,1,2012 Sacramento Police Department purchased Palantir Law Enforcement for five years; 2014 Sacramento Police Department was still using Palantir's services; 2018 ShotSpotter (a gunshot detection software used by Sacremanto) purchased HunchLab's predictive analytics package to be incorporated into its software. There are no publicly available documents detailing any contract extensions with Palantir following 2017.,,SPD,0,,,,,,YES,California Public Records Act,38.5815719,-121.4944
Mesa,Arizona,"496,401","3,514",38.5,2015,2/9/15,0,0,0,,,0,0,0,0,2016 Mesa Police Department (with approval of City Council) entered into a three-year contract with PredPol,,MPD; City of Mesa,0,,,,,,YES,Arizona Public Records Law,33.4151843,-111.83147
